,feature_preprocessor_type,regressor,data_preprocessor_type,R2,R2normalized,ENSEMBLE WEIGHT,ENSEMBLE WEIGHT normalized,MEAN FIT TIME,MEAN FIT TIME normalized,bootstrap_regressor_hyperparams,criterion_regressor_hyperparams,max_depth_regressor_hyperparams,max_features_regressor_hyperparams,max_leaf_nodes_regressor_hyperparams,min_impurity_decrease_regressor_hyperparams,min_samples_leaf_regressor_hyperparams,min_samples_split_regressor_hyperparams,min_weight_fraction_leaf_regressor_hyperparams,activation_regressor_hyperparams,alpha_regressor_hyperparams,batch_size_regressor_hyperparams,beta_1_regressor_hyperparams,beta_2_regressor_hyperparams,early_stopping_regressor_hyperparams,epsilon_regressor_hyperparams,hidden_layer_depth_regressor_hyperparams,learning_rate_init_regressor_hyperparams,n_iter_no_change_regressor_hyperparams,num_nodes_per_layer_regressor_hyperparams,shuffle_regressor_hyperparams,solver_regressor_hyperparams,tol_regressor_hyperparams,C_regressor_hyperparams,dual_regressor_hyperparams,fit_intercept_regressor_hyperparams,intercept_scaling_regressor_hyperparams,loss_regressor_hyperparams,alpha_1_regressor_hyperparams,alpha_2_regressor_hyperparams,lambda_1_regressor_hyperparams,lambda_2_regressor_hyperparams,n_iter_regressor_hyperparams,threshold_lambda_regressor_hyperparams,n_neighbors_regressor_hyperparams,p_regressor_hyperparams,weights_regressor_hyperparams,average_regressor_hyperparams,learning_rate_regressor_hyperparams,penalty_regressor_hyperparams,eta0_regressor_hyperparams,max_depth_factor_regressor_hyperparams,validation_fraction_regressor_hyperparams,n_estimators_regressor_hyperparams,power_t_regressor_hyperparams,gamma_regressor_hyperparams,kernel_regressor_hyperparams,coef0_regressor_hyperparams,degree_regressor_hyperparams,l1_ratio_regressor_hyperparams,thetaL_regressor_hyperparams,thetaU_regressor_hyperparams,early_stop_regressor_hyperparams,l2_regularization_regressor_hyperparams,max_bins_regressor_hyperparams,scoring_regressor_hyperparams,max_iter_regressor_hyperparams,shrinking_regressor_hyperparams,percentile_feature_hyperparams,score_func_feature_hyperparams,bootstrap_feature_hyperparams,criterion_feature_hyperparams,max_depth_feature_hyperparams,max_features_feature_hyperparams,max_leaf_nodes_feature_hyperparams,min_samples_leaf_feature_hyperparams,min_samples_split_feature_hyperparams,min_weight_fraction_leaf_feature_hyperparams,n_estimators_feature_hyperparams,alpha_feature_hyperparams,mode_feature_hyperparams,0_feature_hyperparams,affinity_feature_hyperparams,linkage_feature_hyperparams,n_clusters_feature_hyperparams,pooling_func_feature_hyperparams,keep_variance_feature_hyperparams,whiten_feature_hyperparams,degree_feature_hyperparams,include_bias_feature_hyperparams,interaction_only_feature_hyperparams,algorithm_feature_hyperparams,fun_feature_hyperparams,n_components_feature_hyperparams,gamma_feature_hyperparams,kernel_feature_hyperparams,coef0_feature_hyperparams,numerical_transformer_imputation_strategy_data_hyperparams,numerical_transformer_rescaling_data_hyperparams,numerical_transformer_rescaling_robust_scaler_q_max_data_hyperparams,numerical_transformer_rescaling_robust_scaler_q_min_data_hyperparams,numerical_transformer_rescaling_quantile_transformer_n_quantiles_data_hyperparams,numerical_transformer_rescaling_quantile_transformer_output_distribution_data_hyperparams
10,extra_trees_preproc_for_regression,mlp,feature_type,0.2597367725046319,0.2597367725046319,0.0,0.0,6.993134498596191,6.993134498596191,,,,,,,,,,relu,1.3056726990404103e-05,auto,0.9,0.999,train,1e-08,2,0.001238057267767392,32,148,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,friedman_mse,None,0.9988256812818944,None,1,17,0.0,100,,,,,,,,,,,,,,,,,,,median,normalize,,,,
11,,k_nearest_neighbors,feature_type,0.2583159080873063,0.2583159080873063,0.0,0.0,4.375016450881958,4.375016450881958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,robust_scaler,0.998565350443529,0.2686842758154493,,
12,extra_trees_preproc_for_regression,sgd,feature_type,0.2578995370692795,0.2578995370692795,0.0,0.0,7.6010706424713135,7.6010706424713135,,,,,,,,,,,0.00014175937578926617,,,,,,,,,,,,1.1533545778087629e-05,,,True,,squared_loss,,,,,,,,,,False,constant,l2,0.0005324318202507266,,,,,,,,,,,,,,,,,,,,False,friedman_mse,None,1.0,None,5,9,0.0,100,,,,,,,,,,,,,,,,,,,most_frequent,standardize,,,,
13,extra_trees_preproc_for_regression,random_forest,feature_type,0.256858844237279,0.256858844237279,0.0,0.0,11.72108793258667,11.72108793258667,False,friedman_mse,None,0.6547637625349609,None,0.0,10,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,friedman_mse,None,1.0,None,1,18,0.0,100,,,,,,,,,,,,,,,,,,,mean,robust_scaler,0.7386435129512621,0.24013877630486544,,
14,extra_trees_preproc_for_regression,ard_regression,feature_type,0.2556703886539495,0.2556703886539495,0.06,0.06,6.128803730010986,6.128803730010986,,,,,,,,,,,,,,,,,,,,,,,0.0009328118457777794,,,True,,,3.426881398868954e-05,1.0000000000000004e-06,1.0796531240444366e-06,1.0000000000000004e-06,300,11577.650336086219,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,1.0,None,1,16,0.0,100,,,,,,,,,,,,,,,,,,,median,robust_scaler,0.9855621155127989,0.07020502215293441,,
15,select_rates_regression,ard_regression,feature_type,0.2544529343786937,0.2544529343786937,0.0,0.0,4.945376396179199,4.945376396179199,,,,,,,,,,,,,,,,,,,,,,,0.022211028875958622,,,True,,,0.0008349786492261847,6.901026728175575e-05,9.036596529906781e-10,0.00012531292057883694,300,11006.784002818285,,,,,,,,,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.39522272189406993,fwe,,,,,,,,,,,,,,,,,most_frequent,robust_scaler,0.9298148944157614,0.09776644137594478,,
16,,decision_tree,feature_type,0.2542225495361033,0.2542225495361033,0.08,0.08,5.895832300186157,5.895832300186157,,friedman_mse,,1.0,None,0.0,20,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7231882546470856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,quantile_transformer,,,1387,normal
17,select_rates_regression,decision_tree,feature_type,0.2542225495361033,0.2542225495361033,0.14,0.14,3.7166144847869873,3.7166144847869873,,friedman_mse,,1.0,None,0.0,20,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3407458139216495,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.3551251177278692,fwe,,,,,,,,,,,,,,,,,most_frequent,minmax,,,,
18,extra_trees_preproc_for_regression,random_forest,feature_type,0.2530915002522955,0.2530915002522955,0.04,0.04,12.40843629837036,12.40843629837036,False,friedman_mse,None,1.0,None,0.0,8,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mse,None,0.9605603804657236,None,1,20,0.0,100,,,,,,,,,,,,,,,,,,,mean,robust_scaler,0.9014986559139786,0.12342980601829459,,
19,,random_forest,feature_type,0.2517845673558558,0.2517845673558558,0.0,0.0,11.570818662643433,11.570818662643433,False,mse,None,0.8471693754392046,None,0.0,20,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,quantile_transformer,,,164,uniform
20,select_rates_regression,liblinear_svr,feature_type,0.2514116680008147,0.2514116680008147,0.0,0.0,2.746262788772583,2.746262788772583,,,,,,,,,,,,,,,,0.26803016230025706,,,,,,,0.00013834411480236807,3.7931712003075817,False,True,1,squared_epsilon_insensitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.13283715932146328,fwe,,,,,,,,,,,,,,,,,median,robust_scaler,0.7271546087610794,0.2451936071886609,,
21,extra_trees_preproc_for_regression,liblinear_svr,feature_type,0.2510177761356262,0.2510177761356262,0.0,0.0,7.543877840042114,7.543877840042114,,,,,,,,,,,,,,,,0.1263218465191606,,,,,,,0.00010683872037461176,10.611245000882557,False,True,1,squared_epsilon_insensitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,friedman_mse,None,0.9769975951589585,None,2,4,0.0,100,,,,,,,,,,,,,,,,,,,median,none,,,,
22,select_rates_regression,random_forest,feature_type,0.2509230758341862,0.2509230758341862,0.0,0.0,11.82964277267456,11.82964277267456,True,mae,None,0.9231916226101841,None,0.0,2,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.13610127213004075,fdr,,,,,,,,,,,,,,,,,median,normalize,,,,
23,extra_trees_preproc_for_regression,mlp,feature_type,0.2504986900040745,0.2504986900040745,0.0,0.0,5.598886728286743,5.598886728286743,,,,,,,,,,relu,0.0005479021947269675,auto,0.9,0.999,train,1e-08,3,0.0008175578144393747,32,26,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mae,None,1.0,None,1,18,0.0,100,,,,,,,,,,,,,,,,,,,most_frequent,normalize,,,,
24,,extra_trees,feature_type,0.250171766891694,0.250171766891694,0.0,0.0,11.11342477798462,11.11342477798462,True,friedman_mse,None,0.34806588814365386,None,0.0,4,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,robust_scaler,0.8644947641613807,0.1886260575990697,,
25,,extra_trees,feature_type,0.2499680682140065,0.2499680682140065,0.0,0.0,10.54936385154724,10.54936385154724,False,mse,None,0.7774025630958639,None,0.0,6,18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,minmax,,,,
26,extra_trees_preproc_for_regression,ard_regression,feature_type,0.2497116013862017,0.2497116013862017,0.0,0.0,5.96998143196106,5.96998143196106,,,,,,,,,,,,,,,,,,,,,,,0.0009535844850908335,,,True,,,3.591849200102686e-05,8.070412333244111e-07,1.0000000000000004e-06,1.0000000000000004e-06,300,10000.00000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,True,friedman_mse,None,0.9280103617591523,None,2,17,0.0,100,,,,,,,,,,,,,,,,,,,median,robust_scaler,0.749902692760401,0.09895432343057099,,
27,CustomFeatureAgglomeration,decision_tree,feature_type,0.2490825540024597,0.2490825540024597,0.0,0.0,4.52669882774353,4.52669882774353,,mse,,1.0,None,0.0,14,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.656170385781502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,complete,18,max,,,,,,,,,,,,most_frequent,robust_scaler,0.9162493683048245,0.2940920534912557,,
28,extra_trees_preproc_for_regression,extra_trees,feature_type,0.2485643220149632,0.2485643220149632,0.0,0.0,9.628491640090942,9.628491640090942,True,friedman_mse,None,0.478074450417188,None,0.0,3,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,0.9772862438275816,None,8,16,0.0,100,,,,,,,,,,,,,,,,,,,median,robust_scaler,0.8945113954353823,0.1854366797126872,,
29,,extra_trees,feature_type,0.2475521078890955,0.2475521078890955,0.0,0.0,7.1792542934417725,7.1792542934417725,True,friedman_mse,None,0.9635274782146093,None,0.0,3,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,robust_scaler,0.7356475839741059,0.09057239068743123,,
30,extra_trees_preproc_for_regression,extra_trees,feature_type,0.2469228464527777,0.2469228464527777,0.0,0.0,6.890742301940918,6.890742301940918,False,mse,None,0.5492360785086261,None,0.0,2,17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mae,None,0.48299791460533814,None,6,19,0.0,100,,,,,,,,,,,,,,,,,,,median,standardize,,,,
31,pca,mlp,feature_type,0.2467354743495329,0.2467354743495329,0.04,0.04,6.174274682998657,6.174274682998657,,,,,,,,,,relu,1.019702201299194e-05,auto,0.9,0.999,train,1e-08,1,0.03433014052514527,32,101,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9758356942364995,False,,,,,,,,,,mean,normalize,,,,
32,,random_forest,feature_type,0.2460216739899121,0.2460216739899121,0.0,0.0,6.388437032699585,6.388437032699585,False,friedman_mse,None,0.7433141931260916,None,0.0,14,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,minmax,,,,
33,random_trees_embedding,decision_tree,feature_type,0.245620165024221,0.245620165024221,0.0,0.0,3.912017345428467,3.912017345428467,,mse,,1.0,None,0.0,10,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12110752749459563,,,,,,,,,,,,,,,,,,,False,,8,,None,15,14,1.0,55,,,,,,,,,,,,,,,,,,,median,normalize,,,,
34,random_trees_embedding,mlp,feature_type,0.2448561075361335,0.2448561075361335,0.18,0.18,4.3409504890441895,4.3409504890441895,,,,,,,,,,tanh,0.003365643870013449,auto,0.9,0.999,valid,1e-08,1,0.009483710997252296,32,23,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,True,,9,,None,14,16,1.0,75,,,,,,,,,,,,,,,,,,,mean,normalize,,,,
35,extra_trees_preproc_for_regression,random_forest,feature_type,0.2445609648427871,0.2445609648427871,0.0,0.0,7.225085020065308,7.225085020065308,False,friedman_mse,None,0.9606851635000071,None,0.0,9,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mae,None,0.9837399221550852,None,6,16,0.0,100,,,,,,,,,,,,,,,,,,,most_frequent,robust_scaler,0.746644320009252,0.25,,
36,select_percentile_regression,random_forest,feature_type,0.2444324869294655,0.2444324869294655,0.0,0.0,10.109586477279665,10.109586477279665,False,friedman_mse,None,0.8196076678279738,None,0.0,12,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.32311382425376,f_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,standardize,,,,
37,,extra_trees,feature_type,0.2432812645195863,0.2432812645195863,0.0,0.0,10.988938570022585,10.988938570022585,False,friedman_mse,None,0.43549446875032205,None,0.0,9,17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,standardize,,,,
38,select_percentile_regression,decision_tree,feature_type,0.2430632884200421,0.2430632884200421,0.0,0.0,2.662917375564575,2.662917375564575,,friedman_mse,,1.0,None,0.0,14,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0044094561917798,,,,,,,,,,,,,,,,,56.41692162992237,f_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,robust_scaler,0.7840652493927485,0.12897568803312384,,
39,extra_trees_preproc_for_regression,decision_tree,feature_type,0.2430632884200421,0.2430632884200421,0.0,0.0,3.663649797439575,3.663649797439575,,mse,,1.0,None,0.0,14,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9884736505655718,,,,,,,,,,,,,,,,,,,True,friedman_mse,None,0.11277705600626182,None,1,18,0.0,100,,,,,,,,,,,,,,,,,,,median,robust_scaler,0.7289654486709825,0.16126453568344168,,
40,extra_trees_preproc_for_regression,random_forest,feature_type,0.2426429100551536,0.2426429100551536,0.0,0.0,10.448975086212158,10.448975086212158,True,friedman_mse,None,0.6285608782451078,None,0.0,7,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,friedman_mse,None,0.8155190785554546,None,10,5,0.0,100,,,,,,,,,,,,,,,,,,,most_frequent,power_transformer,,,,
41,pca,mlp,feature_type,0.2425736861841194,0.2425736861841194,0.14,0.14,7.620126485824585,7.620126485824585,,,,,,,,,,relu,0.0015774240400605267,auto,0.9,0.999,train,1e-08,3,0.0013679167684264347,32,25,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9503722750613144,False,,,,,,,,,,median,normalize,,,,
42,random_trees_embedding,adaboost,feature_type,0.2425365828473717,0.2425365828473717,0.0,0.0,8.580007553100586,8.580007553100586,,,2,,,,,,,,,,,,,,,,,,,,,,,,,exponential,,,,,,,,,,,0.024097308431809267,,,,,184,,,,,,,,,,,,,,,,,False,,5,,None,15,9,1.0,91,,,,,,,,,,,,,,,,,,,mean,robust_scaler,0.93689381942925,0.23066545395709728,,
43,,extra_trees,feature_type,0.2421833373135511,0.2421833373135511,0.0,0.0,10.630990982055664,10.630990982055664,True,mse,None,0.6616547691289582,None,0.0,6,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,none,,,,
44,CustomFeatureAgglomeration,extra_trees,feature_type,0.2412296573907676,0.2412296573907676,0.0,0.0,8.420849561691284,8.420849561691284,True,mae,None,0.6601467665463807,None,0.0,2,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,complete,15,max,,,,,,,,,,,,most_frequent,normalize,,,,
45,select_percentile_regression,sgd,feature_type,0.2391697734718307,0.2391697734718307,0.0,0.0,2.7019195556640625,2.7019195556640625,,,,,,,,,,,5.671850280022984e-05,,,,,,,,,,,,3.1848782500313776e-05,,,True,,squared_loss,,,,,,,,,,False,invscaling,l2,0.004438905491088546,,,,0.27663446454011836,,,,,,,,,,,,,,47.532772177392076,f_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,minmax,,,,
46,extra_trees_preproc_for_regression,random_forest,feature_type,0.2390642733870317,0.2390642733870317,0.0,0.0,10.740921974182127,10.740921974182127,False,friedman_mse,None,0.5105375749118016,None,0.0,7,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,0.24129132281859345,None,13,4,0.0,100,,,,,,,,,,,,,,,,,,,most_frequent,quantile_transformer,,,335,uniform
47,select_percentile_regression,extra_trees,feature_type,0.2389676592924339,0.2389676592924339,0.0,0.0,11.4555983543396,11.4555983543396,True,friedman_mse,None,0.9841543977473882,None,0.0,3,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.32516974728836,f_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,none,,,,
48,select_percentile_regression,adaboost,feature_type,0.2389155875937554,0.2389155875937554,0.0,0.0,5.249116897583008,5.249116897583008,,,2,,,,,,,,,,,,,,,,,,,,,,,,,exponential,,,,,,,,,,,0.024931823544589334,,,,,296,,,,,,,,,,,,,,,9.329678859833068,f_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,standardize,,,,
49,select_rates_regression,liblinear_svr,feature_type,0.2385861766164972,0.2385861766164972,0.0,0.0,3.227285623550415,3.227285623550415,,,,,,,,,,,,,,,,0.7326132441316412,,,,,,,0.00012982617662684841,35.012615180923554,False,True,1,squared_epsilon_insensitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.034904198000955684,fdr,,,,,,,,,,,,,,,,,mean,standardize,,,,
