,Fiber,Brand,biscuitIDs,custardIDs,Reference,Insoluble fiber,Soluble fiber,Protein,Carbs,Fat,Water,Ash,Oil retention capacity,Exp. oil retention,Water retention capacity,Exp. Water retention final,Bulk density,Tapped density,Average bioaccessibility crème,Average bioaccessibility biscuit,Biscuit breaking point,Correction size mold cut,Crème viscosity,L,a,b,C,h,Average bioaccessibility crème.1,Binding capacity (micromolar),"D [4, 3] - Volume weighted mean (particle size)",Specific surface area,Crème max texture,Crème min texture,Notes,biscuitBioac,custardAvgBioac,biscuitAvgBioac,matrixType,custardBioac
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",43.66200775,30.67971511,40.91125251,1,
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",38.43394125,30.67971511,40.91125251,1,
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",46.04897157,30.67971511,40.91125251,1,
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",39.76268611,30.67971511,40.91125251,1,
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",43.4672985,30.67971511,40.91125251,1,
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",43.85443669,30.67971511,40.91125251,1,
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",46.15231709,30.67971511,40.91125251,1,
0,Inulin (Orafti®GR),Beneo,C16,CUST06,file email,0,90,0,10,0,3,0.2,,2.2,,,0.603013333,0.64516129,30.68,40.2,1802,,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,30.68,,120.6485,0.1495,68.16666667,-33.33333333,"inulin from chicory. Inulin consists of oligo- and polysaccharides composed of fructose 
units linked together by ß-(2,1)-linkages. Almost every fructose chain 
is terminated by a glucose unit. The number of fructose and glucose 
units in inulin (Degree of Polymerization = DP) ranges mainly 
between 2 and 60.",39.49394029,30.67971511,40.91125251,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,45.92088486,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,48.40400031,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,42.17734207,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,40.76677416,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,46.7897888,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,46.75686495,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,46.25551454,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,41.63705737,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,50.29935768,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,46.8012185,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,46.91298975,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,51.36748634,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,43.53402764,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,47.60065256,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,48.00067158,24.5362969,46.09126253,1,
1,Microcrystalline cellulose,Redwells,C17,CUST07,internet,100,0,0,0,0,,,,3,,2.2264,0.368313333,0.465116279,24.54,46.09,2361,,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,24.54,260,91.461,0.1435,165.6666667,-90,,44.23556934,24.5362969,46.09126253,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",35.23145598,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",40.96041386,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",42.16396693,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",37.37161006,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",44.2009925,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",45.39052319,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",40.88964133,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",41.31521421,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",40.4849059,34.87874935,40.90322386,1,
2,Inulin,Bulk,C25,CUST20,internet,0,89,0,8,0,,,,2.2,,,0.524026667,0.625,34.88,40.91,1774,,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,34.88,,132.4036,0.1766,55.66666667,-25.16666667,"https://en.wikipedia.org/wiki/Inulin#Processed_foods. 280 mg/mL (at 80 °C), insoluble at room temperature, ",41.02351459,34.87874935,40.90322386,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,53.3776352,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,46.52743568,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,51.14461636,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,51.54776144,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,54.18232841,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,43.13150634,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,52.85486415,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,55.10827814,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,46.90636121,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,52.85088579,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,56.84115778,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,46.21916839,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,53.14036498,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,52.09419485,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,55.69846786,31.27366035,51.4464211,1,
3,FST 00224 ApplePRO 60+,foodteamsolutions,C18,CUST08,file email,52,8,5.8,27.6,3.2,8,1.8,,2.3,5.5X,5.0975,0.411453333,0.689655172,31.27,51.45,1228,,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,31.27,320,64.59866667,0.409,296.8333333,-137.5,,51.51771108,31.27366035,51.4464211,1,
4,FST 00007 KaroPRO 1-26,foodteamsolutions,C20,CUST14,file email,33,27,5,21,1,6,4,5X,4.3,26X?,8.659933333,0.17038,0.229007634,28.28,52.73,2074,2503.103448,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,28.28,100,37.0895,0.0428,317.8333333,-165.5,,52.54007948,31.21650592,52.73325101,1,
4,FST 00007 KaroPRO 1-26,foodteamsolutions,C20,CUST14,file email,33,27,5,21,1,6,4,5X,4.3,26X?,8.659933333,0.17038,0.229007634,28.28,52.73,2074,2503.103448,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,28.28,100,37.0895,0.0428,317.8333333,-165.5,,63.76282427,31.21650592,52.73325101,1,
4,FST 00007 KaroPRO 1-26,foodteamsolutions,C20,CUST14,file email,33,27,5,21,1,6,4,5X,4.3,26X?,8.659933333,0.17038,0.229007634,28.28,52.73,2074,2503.103448,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,28.28,100,37.0895,0.0428,317.8333333,-165.5,,47.49829698,31.21650592,52.73325101,1,
4,FST 00007 KaroPRO 1-26,foodteamsolutions,C20,CUST14,file email,33,27,5,21,1,6,4,5X,4.3,26X?,8.659933333,0.17038,0.229007634,28.28,52.73,2074,2503.103448,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,28.28,100,37.0895,0.0428,317.8333333,-165.5,,53.2129416,31.21650592,52.73325101,1,
4,FST 00007 KaroPRO 1-26,foodteamsolutions,C20,CUST14,file email,33,27,5,21,1,6,4,5X,4.3,26X?,8.659933333,0.17038,0.229007634,28.28,52.73,2074,2503.103448,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,28.28,100,37.0895,0.0428,317.8333333,-165.5,,50.47328911,31.21650592,52.73325101,1,
